,labels
7974,b
15027,t
13632,t
23521,e
7815,b
6356,e
1735,e
1083,m
8153,m
16553,b
12026,e
9473,m
3546,m
21809,b
24421,m
15586,m
21000,e
6620,e
1199,e
13011,e
5661,b
20439,e
5411,t
18076,b
16682,b
24322,t
2403,e
10456,m
3883,t
19608,m
7582,m
16787,m
15268,b
13377,e
4838,b
11419,b
11335,m
3752,m
4656,e
24141,e
2184,e
21572,b
2121,t
13450,m
18571,b
20321,b
20634,t
10994,b
24878,m
15466,t
12224,e
2469,e
6195,b
13537,t
10186,b
10614,t
24424,m
14398,b
14858,t
152,m
15235,t
20211,b
6957,b
1597,t
18602,m
8804,e
24701,m
18582,e
23036,m
1077,e
938,e
9488,t
1950,t
24233,e
3383,b
3506,e
10179,t
11545,b
4585,t
11925,e
16551,e
20228,t
16554,e
21929,e
17004,m
19050,b
6892,e
5516,e
22798,b
23577,e
15227,b
285,m
8573,e
13833,m
15578,b
10438,b
9485,b
21799,b
8196,e
4398,t
4476,e
13014,b
21011,t
17748,t
15876,t
19702,t
17102,e
20494,m
3991,e
6706,t
2853,t
18591,t
13902,t
7930,t
2276,b
19248,t
20063,t
14766,b
4601,e
6940,m
9403,t
24794,t
2726,t
12964,m
11630,m
18862,b
14260,e
14047,t
2351,m
16489,b
17074,t
19215,t
9513,b
11219,m
20117,e
4295,b
10355,b
11748,m
8018,t
3483,e
10911,e
12916,e
10950,e
10653,t
7000,e
21434,b
12372,m
230,b
7390,e
11120,b
6202,b
20330,m
9651,m
10690,t
7214,b
10094,t
22428,b
13597,b
19064,t
5795,m
8806,b
16601,b
19467,b
5965,m
16956,e
7543,m
1886,e
17607,t
18642,t
18055,t
11256,m
17329,b
5671,m
22941,t
6116,t
18647,e
19816,m
23598,b
21015,m
10050,t
16670,e
10741,b
2119,b
7760,t
24634,m
18540,t
22592,b
8402,e
11816,m
2697,t
7936,b
24180,m
17481,e
8308,e
10530,b
14216,b
18709,t
1928,t
13749,b
10855,e
13221,e
16563,e
19032,e
22600,m
24128,b
17489,m
23091,b
11782,b
20840,t
4130,m
17242,m
20290,t
9493,b
16769,t
3493,m
13447,e
5186,e
191,t
16695,m
8466,t
16279,m
22160,m
19449,e
21374,m
5085,m
18318,m
1894,b
8897,e
22408,b
6549,e
12152,t
14962,b
3297,b
5683,b
17702,m
22485,m
19655,t
10569,b
11347,t
16773,b
3829,e
6349,t
3953,t
324,m
10497,e
14326,b
22695,e
4832,e
12400,t
9877,b
9421,e
14343,e
20870,m
720,b
3227,m
1325,m
9549,t
11001,m
19262,e
19947,e
9643,b
7152,t
6946,t
16266,m
5423,t
254,t
15020,e
357,b
1019,m
12184,e
5237,m
17079,t
9758,m
9385,t
16526,e
3679,m
4267,e
21971,t
4572,e
15905,m
18814,e
7854,e
24908,m
21239,t
8229,m
2350,t
9846,e
2978,e
16359,m
4573,m
19011,e
242,b
3247,b
20710,e
12383,b
24980,m
2301,m
6880,b
7481,e
23435,t
2233,b
1896,t
16624,m
8031,m
5066,e
17899,e
4642,b
8662,t
20042,e
12202,t
4073,t
17274,m
733,t
21996,m
12286,m
20136,t
544,t
13440,m
3294,e
23744,t
4966,t
18369,t
24559,b
4936,t
21177,e
22511,b
23793,e
6824,t
8390,e
1343,b
8687,m
11847,t
19165,b
6996,t
8076,m
14649,b
1984,t
21887,t
16150,m
12067,t
13603,b
1763,e
13414,t
16000,t
22595,b
7797,t
21734,e
7338,t
5065,e
7558,m
7705,e
3470,t
9463,e
1802,m
14016,e
18675,b
3413,m
4092,e
14971,b
17364,m
4659,b
22023,t
6265,b
1801,m
18851,b
19410,b
5719,e
11403,t
8768,t
17862,b
3884,e
20857,t
20866,t
6989,e
7091,e
24564,m
23175,e
376,m
8677,b
20077,b
13090,e
18786,b
4389,e
5203,m
12504,e
21782,t
19256,e
22309,m
20801,e
986,e
14406,e
22168,b
2977,b
23842,b
2470,m
16046,e
22674,b
12185,m
17375,m
4053,t
4090,m
9098,m
10524,t
13076,t
7272,e
11594,e
929,e
3808,m
13376,b
20904,e
21933,b
17139,b
12522,t
22874,b
15409,m
7994,t
1249,b
12721,m
17715,m
4064,b
11800,b
21282,m
19155,b
365,b
5109,t
7231,m
2990,m
10625,e
15264,e
4416,e
8921,m
11668,m
23040,m
7341,m
24780,t
11853,m
16541,m
23655,e
24469,t
17859,e
14799,b
11195,m
11318,b
19138,t
22785,b
1157,t
5579,t
13067,e
18765,m
12967,b
11614,b
2479,m
14119,e
18301,b
12111,e
15642,m
21193,m
21160,m
7620,t
6509,e
3148,b
14108,b
8391,b
13120,e
10204,e
20506,t
14472,e
18700,e
10775,e
16972,m
21298,t
12961,e
10777,b
14720,m
2948,m
20837,b
558,m
22868,m
17734,t
1878,e
3504,b
2309,t
2956,b
17801,e
18795,t
14064,e
20867,t
19793,m
4903,m
10787,t
19928,b
20283,m
24884,m
23634,t
14053,b
15349,b
18384,m
15394,m
16629,t
4168,m
20427,t
13331,t
23321,b
7467,e
8127,t
21139,t
10899,m
8133,m
6727,t
18677,m
7546,e
12063,e
20310,t
10361,m
11260,e
17000,b
677,e
12713,e
13552,b
20138,e
294,e
745,b
7621,e
5695,e
9863,b
20977,e
5815,t
14043,b
702,t
11334,m
1844,b
12786,e
18032,t
12471,m
20903,e
1728,e
5663,t
1312,m
23460,e
8108,t
14619,b
2717,b
1955,t
20153,e
22047,e
11887,t
11731,b
1694,t
16871,t
3695,e
18890,t
23371,m
10511,e
53,t
18641,e
17350,b
3754,b
11651,t
10889,b
9554,b
19103,m
21999,e
381,e
15274,t
9547,b
20926,e
24544,b
3566,t
6219,b
23440,e
13592,m
11662,t
17945,m
12595,t
3711,m
7099,e
654,e
13891,e
18394,t
12825,m
15599,e
22307,m
11721,e
10337,e
7337,e
8516,b
9244,t
12155,m
7410,t
1105,t
3441,b
7959,t
5135,t
19562,t
2058,e
1981,m
9067,e
3123,b
20503,m
149,b
1355,t
1757,e
23451,e
7292,t
14284,e
12379,m
2715,t
15785,e
15455,m
12029,e
22998,m
876,m
2936,b
12863,t
19582,e
9342,b
1987,t
17370,m
12229,e
3353,e
8628,b
4293,m
4874,b
3603,b
9284,e
18436,m
5826,t
12461,b
17626,m
13913,m
5930,t
846,m
23409,m
24941,e
15447,b
21103,e
585,t
11267,b
22022,b
6986,e
14137,t
3239,t
10045,t
10470,m
19744,e
6563,b
11601,b
4628,b
23390,t
23851,m
1805,m
22683,t
7411,e
6419,b
2706,b
21203,b
16723,b
16868,b
22766,t
9813,e
12971,e
12519,m
24823,m
4588,b
17266,e
20251,e
20373,b
4712,t
13637,m
7977,e
17147,m
6872,b
2278,t
11016,b
18408,e
20267,e
21671,e
2893,m
22301,b
10920,t
10302,t
7315,t
10022,m
8730,b
15554,t
3906,m
6686,t
23074,b
3418,t
24298,b
15723,e
10733,e
18703,t
1115,b
22000,t
6743,m
20704,m
21515,m
10241,t
4961,b
16077,m
19281,t
13638,m
15535,b
4555,e
2345,m
1535,b
22952,e
21512,b
12449,e
17356,m
12909,t
10637,t
5639,t
4114,m
2208,b
3696,t
20907,t
3526,m
12502,e
4366,e
15135,b
2622,e
17857,t
22916,e
20940,b
24325,t
13781,t
1662,b
13867,m
9026,m
10919,e
6842,e
17591,e
1230,m
9588,e
6075,m
4794,t
11670,t
17897,m
17263,e
6876,m
219,b
21652,b
5713,e
5263,e
5656,t
10770,e
984,m
4343,m
16479,m
22765,e
22284,e
19932,b
17973,b
22605,e
22566,m
2928,b
11860,e
6098,t
20534,b
6525,e
12073,t
195,b
13765,m
19042,b
14305,e
10242,m
16451,t
7445,b
2369,t
9884,m
15910,m
8685,m
22807,b
16492,e
1615,b
7430,b
19598,e
19966,b
18811,t
736,b
17093,b
3846,b
24130,e
2730,m
3369,m
3688,e
13202,t
6674,b
7804,e
21759,e
15951,t
1055,b
7526,b
7658,m
5883,b
19068,m
9010,e
11197,e
3205,m
24425,b
10915,e
24670,m
3957,e
4581,b
1461,b
2791,b
20781,t
4913,e
23953,b
17155,t
6051,t
11631,b
12023,m
6765,t
15852,e
23840,e
1228,m
20179,t
22344,e
9817,e
13732,b
756,e
2636,b
2566,t
10878,b
417,m
5546,e
4775,m
1291,t
16743,e
17443,e
13387,b
23373,b
10836,t
22757,e
18336,m
9427,b
17903,e
4338,e
12241,t
9766,t
15940,b
18010,m
21526,b
3062,t
18951,t
15160,m
8759,b
4472,t
11924,m
24448,m
7542,t
12520,b
14947,b
12358,e
21604,t
9374,e
18468,m
1166,t
15275,b
19694,e
6446,m
20590,e
13876,m
5116,t
8507,m
23901,t
16447,b
1066,e
9775,b
22174,b
20570,m
184,t
7757,m
22835,e
23248,b
8796,b
15706,t
6348,m
5388,b
10280,m
7184,b
829,m
11692,b
7409,m
4676,b
8616,m
24922,t
19346,e
18390,t
132,b
6241,e
7110,t
10940,t
11539,b
14256,b
4830,b
1529,m
15379,m
2092,b
21025,m
16411,b
9858,m
14008,t
3014,t
22533,e
11480,e
4808,m
1533,m
12427,b
2930,e
22092,b
15878,m
18288,t
18046,t
17011,m
20701,m
15218,m
19152,t
14401,t
23217,e
6291,b
23128,e
22962,m
4103,e
24027,t
9622,t
12195,e
17390,t
11450,b
15309,e
15757,t
1856,m
13127,t
12382,e
12173,e
12307,t
20208,e
6413,m
5782,e
20892,t
10806,t
444,b
24334,e
17854,t
22495,e
24667,t
4306,b
4985,b
8762,m
13056,t
23432,t
12639,e
17472,e
8740,e
11577,t
15886,m
11537,e
6612,m
10623,e
8766,t
2719,m
18114,b
9440,b
22322,e
5322,b
17248,t
15474,b
23832,t
24257,m
7897,b
21839,m
22509,m
22883,t
394,e
1967,e
10330,m
19906,e
194,e
10772,t
869,b
14078,b
1457,t
3365,t
21838,m
5184,b
24188,t
315,e
3019,m
9154,e
2019,t
9985,t
22310,e
704,e
6399,e
16146,b
17910,b
3450,e
2375,t
12623,t
6532,t
24034,m
20725,b
22646,t
6453,m
6926,t
19983,e
6566,m
8536,m
20171,e
22230,b
13712,b
11859,e
18344,m
12834,e
23257,m
8562,e
1755,b
19427,t
9654,b
14127,b
16001,e
22831,m
1402,e
5159,t
10521,b
9122,m
21817,m
3868,t
11947,m
3461,e
20542,t
12297,t
24079,t
6979,b
12386,m
4502,b
20093,e
19344,b
910,b
19134,e
21365,m
266,m
5179,e
758,m
20740,m
22858,m
6785,b
5863,m
433,t
6634,e
13055,e
11886,t
17809,e
13831,e
9543,e
11547,m
8913,t
439,t
2275,b
8703,e
8422,b
21787,t
19848,t
21035,e
9412,b
4349,m
4604,t
3831,m
22,m
21026,t
21645,e
23894,b
7692,m
9237,t
21702,m
12246,t
13993,e
4892,t
5687,t
5466,b
6396,e
18741,b
8822,t
23919,t
3570,b
19687,e
6897,e
7204,e
6542,m
9126,t
9462,t
703,e
6781,m
12238,e
17720,e
24895,t
15176,t
14208,b
10484,m
16148,b
16857,e
18437,e
5236,t
11409,m
170,m
2433,b
15746,m
8158,m
14705,m
7186,m
22772,b
19071,t
4948,t
21743,t
16152,e
24051,m
6845,m
14789,e
5668,b
17651,m
4149,e
8908,b
4914,m
11497,b
13525,t
17610,m
841,b
18375,b
3964,m
4546,t
2857,m
918,e
23137,m
20591,t
10935,b
13193,b
1729,t
19214,m
7807,m
11482,b
5947,e
12159,b
5706,m
24498,t
1361,b
1360,t
13451,b
14526,b
24525,t
8866,m
24163,t
21082,t
7238,b
22585,m
6215,b
16329,b
8622,m
23097,e
17270,e
7598,m
21010,m
12258,t
489,b
13648,t
334,b
12558,m
12943,t
19975,b
9914,e
14361,t
14600,b
11551,b
18346,t
3607,b
18869,e
10342,t
15461,m
7860,t
20016,t
8576,e
16140,b
3558,m
7668,m
4446,e
23001,b
5436,b
11311,b
3880,t
9632,b
22902,t
17204,m
5024,b
23344,b
11194,b
22086,m
6216,b
13448,t
123,t
17496,m
18524,t
2357,e
11578,b
18989,e
17309,b
12829,e
11116,m
12037,e
6395,e
3021,t
3782,m
14325,e
11474,e
4882,t
21840,t
24387,t
17057,b
3871,m
5096,e
24289,t
15332,e
12840,t
4298,e
17688,b
19018,e
14923,m
12923,m
15161,e
6869,b
15583,e
22411,m
18658,b
5399,m
19912,b
8300,t
14393,t
17930,e
20158,e
21360,e
12192,m
10255,b
11893,m
2155,b
21200,e
9727,m
2307,e
21267,t
6208,e
14338,t
1399,t
9566,m
17962,b
17055,t
11866,t
21677,m
6299,t
18933,m
4174,m
24669,m
11723,b
11428,e
3639,t
19150,m
6964,b
22943,t
5600,b
13842,b
1698,t
17071,e
9834,b
18448,m
1179,e
8912,t
16425,b
15615,m
20349,e
19923,e
16174,b
15180,t
22922,b
13045,e
14644,m
19661,t
24144,t
12966,e
22006,b
21155,t
13245,t
16195,e
23765,b
20672,b
17526,b
16357,m
2070,m
5988,e
11506,b
11930,b
4034,b
13932,m
18615,t
8538,m
10279,t
20378,b
20793,e
782,e
3674,b
9011,e
3642,m
15687,b
14276,t
15371,e
2750,m
22702,b
3088,m
23680,m
11997,e
1935,m
15623,b
17959,t
15896,t
17968,e
13665,m
8065,b
8575,b
3221,e
9562,e
19977,m
15301,m
2976,m
19108,m
14674,t
16958,t
11400,t
15239,e
7408,m
13803,t
2168,t
21106,t
6131,t
24419,m
23197,m
20829,b
14037,m
17612,m
10035,e
2736,e
15253,t
11374,b
7868,b
1671,b
21696,e
16846,e
4138,t
10098,e
22667,e
9619,t
12299,e
7090,t
11244,t
12509,b
13178,b
7499,e
18347,b
5427,b
10277,m
9684,t
18623,t
3931,b
18395,e
8025,m
15641,t
15682,t
20169,t
7984,e
22016,m
1922,t
11661,t
22663,t
8211,t
12820,t
3326,m
795,b
24022,m
8130,e
18785,b
6114,t
13281,b
16100,m
16251,t
24081,m
2906,b
5053,b
7129,e
15406,t
23774,t
16439,m
12600,e
8316,m
21555,b
11492,t
6713,b
16035,t
8506,t
10803,e
15729,e
17884,m
24516,t
3456,e
2132,m
24981,e
15247,e
17120,t
6841,e
14475,t
912,t
9874,m
17313,b
15018,m
2718,e
1213,b
9052,e
8544,b
11783,t
2513,e
13403,b
11126,m
1262,e
24241,b
4770,e
19905,m
6342,t
696,t
14314,m
10746,e
4005,b
5837,t
20512,e
11673,b
15513,m
20209,b
21657,e
12050,t
12035,t
1559,e
3240,m
20995,b
3490,b
5542,e
22560,e
7639,b
328,b
21833,m
8280,b
8698,e
8294,b
23402,e
16131,t
24028,t
10114,m
18005,m
4246,m
4818,m
24770,b
17015,b
8455,e
17864,b
1489,m
8239,m
22551,m
6660,m
1985,t
24026,b
3657,m
15869,t
21037,e
13085,m
19839,e
4764,b
23482,t
11686,t
19328,m
16651,t
9500,b
19023,b
18628,b
6401,m
21095,m
24343,b
2631,t
14966,b
17650,m
227,b
17109,e
13150,b
3895,e
14203,t
6974,e
6512,b
895,m
24839,e
7397,t
22671,m
17992,e
17103,e
20245,t
18772,t
16671,t
7033,e
8314,b
12572,m
24756,m
13795,e
1214,e
12375,e
10341,b
18007,t
6690,m
15616,t
23260,m
17051,e
7320,m
1322,t
19920,b
6704,b
12146,e
3164,b
19191,b
9690,m
7924,t
5944,e
14163,m
5133,m
3001,t
16373,m
1885,t
1746,b
23354,b
14870,m
2894,m
24637,m
718,b
23627,t
18289,b
20212,m
3631,e
3803,t
5716,t
10909,m
23826,m
14902,e
17590,t
10226,b
9623,b
4087,m
17716,b
10971,m
15154,t
22631,b
22327,t
17969,b
9587,m
15128,m
9033,t
3655,e
7970,e
5775,t
21561,e
16898,e
16210,t
2115,m
16684,t
21327,m
7127,b
17937,e
2570,t
18900,b
22429,b
17580,e
13823,t
10996,m
15847,e
19218,e
8694,t
13898,m
5154,m
4219,m
9958,e
3940,m
13449,t
7173,b
6725,t
22549,e
8889,t
6787,t
5187,e
24356,t
19293,e
15980,e
20599,m
10843,e
23682,t
16406,t
17199,t
2090,b
11885,t
6967,t
1645,b
1329,b
20609,b
12150,t
20147,b
12719,b
474,e
23533,b
20745,m
14998,m
6568,m
7545,m
24918,b
6152,m
16407,t
11837,b
7684,t
18834,b
6722,t
2768,b
15186,t
14330,m
2189,e
14964,e
6614,e
15859,m
14005,m
8978,t
16182,e
13626,e
10574,b
18463,e
17269,m
11283,m
11503,b
18555,e
1388,m
9139,e
12629,e
1949,b
6370,m
11029,b
13282,b
142,b
3390,t
56,t
18548,m
24886,m
1017,m
10554,e
19592,e
1159,b
16440,b
16675,m
8848,e
15621,t
24002,e
7933,t
14157,m
14762,b
11275,e
13324,e
14255,t
8629,t
8813,b
10261,m
14271,b
7161,t
19627,t
3730,m
4377,m
9256,t
16910,m
7436,b
15060,b
16824,t
1924,b
1334,b
1125,t
8540,e
22616,b
342,t
9189,m
3613,e
884,m
4927,t
21146,e
15044,m
23422,b
6533,t
6749,t
13883,b
19285,t
14594,t
2219,t
22216,b
12457,m
6474,t
2668,t
23804,t
19378,b
22809,b
344,t
20130,t
17327,m
576,e
2599,e
1335,e
11785,m
5064,b
3863,e
4156,m
9331,m
10981,b
13430,b
13661,b
7168,m
9118,b
13335,t
12253,m
23291,e
15285,m
20882,e
813,b
19561,b
11490,e
14612,b
13472,t
23365,e
12412,m
6435,m
15382,t
2104,t
22507,m
12126,e
14423,e
10134,t
23872,t
17951,b
2994,t
17038,b
20006,b
10383,t
23157,b
12744,b
5025,m
16540,e
24208,e
23854,b
10178,m
6652,m
5511,t
14884,b
21361,t
6702,t
13073,m
6439,b
16603,m
12788,m
12162,b
6523,t
4513,b
6144,b
18919,e
1779,m
21019,e
2392,b
23540,t
18321,m
14515,b
10125,m
5101,b
14200,t
21982,t
6962,t
15188,b
13521,m
24016,t
10619,e
14350,m
24549,m
14103,b
18513,b
21843,e
24960,b
11372,b
5014,e
16598,t
2666,e
12079,e
15042,b
20572,m
14640,b
18603,b
11472,m
24684,t
3910,b
11254,e
7007,b
19970,b
3844,e
9305,e
24284,m
15347,e
16794,b
1063,e
11143,b
11898,e
13227,b
20913,t
9763,t
7952,m
22303,b
7855,m
16062,e
17134,e
19212,e
15715,e
15753,m
3673,b
8951,t
24714,t
15906,m
4665,b
9927,t
4375,e
16149,e
13885,e
1127,b
22909,e
6119,b
23326,e
5330,m
11385,b
6388,e
16594,e
15806,b
11357,b
19707,e
1100,b
4835,t
9636,t
14670,t
4119,m
7756,t
7829,e
5036,b
9450,b
8734,m
15082,b
4417,e
5379,b
7975,t
20960,e
16232,t
8948,b
3022,t
4192,t
6545,e
6090,m
1285,t
7035,e
14602,t
11493,t
2248,b
16480,t
23005,e
5382,t
20048,b
4697,e
23126,m
24865,e
916,t
7594,m
16565,m
16003,m
4127,m
18080,t
8069,m
19530,e
21494,e
14692,t
20186,t
14983,b
6112,t
17514,e
1395,e
24192,m
2925,b
23410,m
21554,m
13920,e
16805,b
11605,t
8977,t
17339,e
1618,m
14202,e
11711,e
3728,b
6978,b
19015,m
19261,e
6724,b
9956,t
1465,m
19603,e
13481,e
21681,m
3011,b
8807,m
9210,m
14359,m
9043,b
8692,e
24109,m
17692,b
1142,e
19087,b
23218,t
10608,e
10078,t
12968,t
7255,m
10092,t
19239,e
5525,e
17128,e
9974,t
10601,m
24140,e
22984,m
9781,t
15895,b
12669,t
10519,t
16280,t
14533,b
24178,b
3747,m
8945,e
17519,t
20560,b
5811,b
8816,b
4409,m
14088,m
12094,e
17460,e
851,m
19680,m
5632,m
11763,t
7604,e
11843,b
22130,m
4415,m
1023,e
5923,e
21863,b
2912,b
700,m
10000,e
18503,e
11588,t
20901,t
20568,m
22980,m
3731,e
21916,t
1496,t
3595,b
14362,b
18061,e
24995,e
20125,t
7438,e
5908,e
20300,t
4111,t
21144,e
326,b
19907,m
3293,t
309,b
18580,m
5114,b
17687,m
10451,t
15953,b
13726,t
3608,m
22589,e
20625,t
11993,m
22399,b
21469,m
3556,e
997,m
5167,e
73,t
11649,t
2377,m
16687,m
3232,t
3686,t
3876,t
23763,m
20426,b
6149,e
4358,b
19559,t
24310,m
626,t
3276,t
20531,b
20460,m
15784,b
21662,t
5067,b
12365,t
9499,e
9913,e
9136,m
24678,t
9693,b
24911,t
14242,t
14868,b
14861,t
7495,b
22373,e
23423,b
12262,e
18740,b
17797,e
9168,m
19897,t
12588,e
17320,m
5468,m
5749,e
162,e
7136,m
15609,e
15084,e
500,m
11834,t
6608,m
2135,m
18771,t
10347,m
1738,e
4683,m
8009,m
9534,m
2083,e
19794,m
20990,t
16627,m
20285,e
8891,b
14257,b
7473,t
8981,b
23972,m
14503,t
18848,m
10618,t
12315,b
17262,t
21115,b
3478,m
6623,t
15489,b
5563,b
8603,e
22118,b
9174,t
24693,b
23918,b
22688,t
24715,t
21882,b
17971,t
9843,e
3354,m
23453,t
18379,e
23689,t
21506,t
10478,b
10188,t
8707,b
13269,b
13228,t
19887,b
10952,b
6579,b
17201,e
21528,b
5966,b
24242,m
24606,t
11675,e
23731,e
16206,t
20639,m
10646,m
3777,e
3821,b
9085,b
14114,t
7330,t
12608,b
21038,t
16428,t
8588,b
24813,t
3465,e
24766,m
18665,t
19162,e
1685,t
6418,b
7764,e
16698,m
5605,b
13418,b
3763,m
19964,b
3222,e
8189,b
13560,t
7039,e
7653,t
452,e
19456,e
9691,e
13053,e
1820,e
2801,b
13930,e
15994,e
4887,e
5342,t
6341,t
22977,e
24389,m
13807,m
17457,m
4729,m
5110,m
7586,e
10871,t
15652,m
21477,b
8347,e
2657,t
16542,t
9751,t
248,m
15126,b
7801,m
21620,m
6411,e
3236,m
2225,m
16422,e
21932,b
16231,b
19386,m
21613,e
20120,e
17058,t
19472,e
7196,e
24427,b
24184,b
23687,b
5995,m
10810,e
10256,t
2633,m
4032,b
8599,e
13722,m
13301,b
4320,m
604,e
18812,e
6310,b
18488,m
1069,m
22655,e
24382,t
1134,m
23222,m
2847,t
22317,e
192,b
12443,e
24920,m
96,b
4827,b
15939,e
15441,e
9912,m
23250,b
3921,e
21073,t
11985,e
16430,m
11399,t
13408,b
983,m
14441,b
14992,e
2337,m
15450,b
472,m
9086,m
4469,b
14471,b
10160,t
20749,b
1593,e
5325,m
2291,t
23269,m
22783,b
1458,b
13568,m
16267,m
21244,t
11637,t
4390,t
22455,e
380,m
13188,t
21196,m
17256,e
7732,t
2692,b
17711,b
18265,t
9523,m
3184,b
13078,m
22010,m
1433,m
10263,m
13487,t
2567,b
9618,e
6901,t
12566,t
1803,t
8028,b
17820,e
16523,b
21496,e
8579,t
21647,b
14505,e
14376,b
23936,b
20603,b
7234,b
13727,t
7882,e
9926,b
3394,t
3597,e
18309,t
4458,m
7164,m
12972,m
8850,t
10973,b
11333,e
19266,b
11777,b
21697,e
2257,b
15516,b
3212,b
13766,e
21178,b
20657,b
18761,m
17508,m
17786,t
20994,b
4932,b
6212,b
106,e
16351,e
22923,t
22839,b
3130,m
16133,m
5604,b
3167,b
4637,m
23527,m
20432,e
5723,b
21276,t
6318,t
21117,t
13850,e
2918,e
5205,e
24378,m
5845,t
23045,b
4177,b
4846,t
16240,m
9886,t
20486,m
3192,m
22837,e
15276,t
1569,e
21749,e
21866,m
7663,e
4623,m
19962,b
7441,b
13561,t
4566,t
3771,m
3937,e
14146,e
18720,b
3170,m
5252,m
19577,b
6995,e
4199,t
18810,e
21450,b
24837,e
14781,e
6853,b
23690,b
7174,t
23789,m
24983,t
17597,b
15203,e
24136,m
14725,t
3985,m
20686,e
4945,b
11552,t
20891,e
24102,b
5018,t
17905,t
9165,m
606,e
3201,t
17703,m
3408,e
14151,e
14973,b
24692,e
4592,e
11635,m
12881,t
14629,m
2303,t
18183,t
12296,t
14438,e
22955,e
479,b
15300,b
9274,b
5092,t
446,e
8012,b
15499,e
4497,t
7751,m
6813,e
2106,t
12318,m
14246,t
6441,e
10267,m
3816,m
2989,e
2081,t
14182,m
19876,m
9023,m
319,b
2413,e
15927,m
522,b
11066,t
19067,b
12735,b
16793,t
5071,e
17909,t
9326,b
5987,m
16227,m
17608,m
5763,m
22774,m
14062,t
8329,t
2667,e
11981,b
21246,m
6800,t
17888,e
12086,e
4849,m
15873,e
9756,b
12704,t
11593,e
8274,m
21055,e
18678,m
23898,e
16568,b
18587,t
21664,e
10235,m
18836,m
24145,b
19890,m
20991,m
15221,t
14335,e
4806,m
15083,t
19090,e
5621,t
21858,m
17789,b
8420,m
20648,b
3767,b
3346,t
19606,e
1631,e
10151,b
10079,t
2308,t
13000,e
21158,m
6527,b
7510,m
5297,e
8496,m
23433,m
9811,m
24171,t
6468,m
16341,b
3605,t
16654,b
19587,b
9426,t
3583,t
4492,b
12239,b
18373,b
3920,t
14893,b
19232,b
7130,e
12046,e
17292,b
4408,b
3866,m
8152,e
22187,e
6414,b
3264,t
13396,t
2587,b
10319,t
3935,e
23359,t
9324,b
20948,t
5580,b
18091,t
19471,m
3484,m
14657,m
13549,e
11861,e
15310,b
14176,t
20736,b
6699,m
22468,m
7827,m
18121,t
20848,t
15284,t
21598,m
15539,t
6455,t
8423,m
19394,t
17271,m
5266,t
15769,t
10753,b
11378,e
12072,e
12897,b
13439,b
469,e
16284,b
9666,t
19560,b
8592,t
17561,b
8661,e
4036,e
13160,m
18470,m
4689,e
22413,b
13581,t
1257,t
14024,t
13207,b
11164,b
10567,b
15337,e
11928,m
21650,e
7664,m
16646,m
298,e
18219,m
10585,m
11642,b
12836,t
7718,t
19537,t
11465,e
14228,m
6646,e
18163,b
23841,m
11178,b
24165,t
9776,b
14022,e
3523,b
10972,e
10252,b
8445,m
22604,m
14091,b
12044,e
1315,e
4178,m
8463,m
13373,e
6797,b
4527,t
4120,m
10265,t
17197,b
11604,m
12261,e
1274,t
8660,e
5678,b
15090,b
21764,b
11648,t
19639,b
4013,b
14880,b
20302,m
8249,m
24552,t
22059,e
12495,b
10823,b
10659,b
1443,t
11048,m
1302,m
17848,t
7903,t
20753,t
20207,e
3933,e
407,t
1414,b
10757,t
9650,e
2937,m
18792,b
24037,t
12335,t
18535,e
16786,b
20852,e
23194,t
19891,t
4627,b
12060,t
6596,m
12256,e
5357,t
16947,m
6275,b
22446,b
8641,e
13824,e
15321,t
16803,b
20539,t
14595,t
10912,t
14988,m
14484,b
11386,b
2258,t
13672,m
9208,b
13683,b
2139,t
1222,m
11880,t
21240,e
14453,m
24804,m
8179,m
3323,e
9744,e
18400,b
6315,b
1750,t
18300,m
12676,b
13839,m
23542,b
15064,b
19151,m
22371,e
849,e
21979,m
2941,t
16064,b
3666,b
1895,t
3053,t
21463,t
9018,e
1046,b
20833,e
5192,e
24950,t
16449,e
23679,m
10211,t
18562,e
11538,t
24584,b
11369,m
21194,m
15192,t
22061,t
2962,t
12017,e
13997,e
17599,b
868,b
24005,b
6314,m
14642,e
23471,t
1547,t
19711,e
5081,b
15891,m
1945,t
10561,m
16302,m
5419,m
6933,m
17098,m
3377,e
2586,m
8190,b
4991,b
2981,b
7419,e
5797,m
12389,t
4237,t
8870,b
12980,e
4300,m
3544,e
9298,b
18388,t
2547,m
5570,t
2682,b
17446,e
13093,t
8022,e
12156,m
15334,t
2887,t
21028,b
15037,t
23309,e
2814,m
12882,m
18345,b
15612,e
4831,e
20587,e
9203,b
6139,t
24113,e
11134,t
18210,b
943,m
24947,t
9351,m
9872,b
8558,t
16518,m
5967,t
685,t
13086,e
8578,b
22208,m
6536,m
10408,b
16199,b
4202,b
506,m
9447,t
3024,t
16708,b
18883,b
9816,t
24068,b
24489,m
1722,e
15405,t
5875,b
22924,e
2901,t
8248,b
23301,e
9246,e
1347,e
6717,e
4102,e
15331,b
13300,b
12654,m
22377,e
23331,t
1193,e
10001,b
16304,m
14496,b
19059,t
24152,e
24149,e
21126,t
3268,m
20838,b
14580,e
19153,m
23782,t
14592,e
22951,e
1900,m
9695,t
18578,e
1220,e
9308,b
2263,e
21960,b
22890,m
15870,t
19342,m
1267,t
24726,b
13315,m
924,m
13610,m
24428,m
